x-axis,1,2
second,Volt,Volt
-99.100E-03,+112.563E-03,+54.271E-03
-98.100E-03,+138.693E-03,+82.412E-03
-97.100E-03,+168.844E-03,+112.563E-03
-96.100E-03,+194.975E-03,+144.724E-03
-95.100E-03,+231.156E-03,+176.884E-03
-94.100E-03,+255.276E-03,+201.005E-03
-93.100E-03,+281.407E-03,+225.126E-03
-92.100E-03,+311.558E-03,+257.286E-03
-91.100E-03,+331.658E-03,+281.407E-03
-90.100E-03,+353.769E-03,+299.497E-03
-89.100E-03,+379.899E-03,+329.648E-03
-88.100E-03,+393.970E-03,+347.739E-03
-87.100E-03,+410.050E-03,+371.859E-03
-86.100E-03,+428.141E-03,+387.940E-03
-85.100E-03,+444.221E-03,+404.020E-03
-84.100E-03,+458.291E-03,+424.121E-03
-83.100E-03,+472.362E-03,+436.181E-03
-82.100E-03,+480.402E-03,+456.281E-03
-81.100E-03,+482.412E-03,+460.302E-03
-80.100E-03,+492.462E-03,+464.322E-03
-79.100E-03,+498.492E-03,+480.402E-03
-78.100E-03,+498.492E-03,+476.382E-03
-77.100E-03,+498.492E-03,+490.452E-03
-76.100E-03,+498.492E-03,+488.442E-03
-75.100E-03,+488.442E-03,+490.452E-03
-74.100E-03,+484.422E-03,+484.422E-03
-73.100E-03,+474.372E-03,+476.382E-03
-72.100E-03,+464.322E-03,+472.362E-03
-71.100E-03,+456.281E-03,+464.322E-03
-70.100E-03,+434.171E-03,+452.261E-03
-69.100E-03,+426.131E-03,+448.241E-03
-68.100E-03,+410.050E-03,+426.131E-03
-67.100E-03,+387.940E-03,+410.050E-03
-66.100E-03,+369.849E-03,+393.970E-03
-65.100E-03,+345.729E-03,+377.889E-03
-64.100E-03,+321.608E-03,+353.769E-03
-63.100E-03,+297.487E-03,+329.648E-03
-62.100E-03,+267.337E-03,+311.558E-03
-61.100E-03,+249.246E-03,+281.407E-03
-60.100E-03,+211.055E-03,+257.286E-03
-59.100E-03,+186.935E-03,+233.166E-03
-58.100E-03,+158.794E-03,+203.015E-03
-57.100E-03,+128.643E-03,+176.884E-03
-56.100E-03,+98.492E-03,+152.764E-03
-55.100E-03,+70.352E-03,+118.593E-03
-54.100E-03,+34.171E-03,+92.462E-03
-53.100E-03,+0.0E+00,+56.281E-03
-52.100E-03,-24.121E-03,+36.181E-03
-51.100E-03,-56.281E-03,-6.030E-03
-50.100E-03,-88.442E-03,-38.191E-03
-49.100E-03,-118.593E-03,-62.312E-03
-48.100E-03,-152.764E-03,-96.482E-03
-47.100E-03,-172.864E-03,-122.613E-03
