x-axis,1,2
second,Volt,Volt
-211.600E-06,-330.796838E-03,-19.931802E-03
-210.600E-06,-306.676235E-03,-19.931802E-03
-209.600E-06,-289.447233E-03,-21.080402E-03
-208.600E-06,-271.069631E-03,-21.080402E-03
-207.600E-06,-241.206028E-03,-21.080402E-03
-206.600E-06,-198.707823E-03,-15.337401E-03
-205.600E-06,-181.478821E-03,-29.120603E-03
-204.600E-06,-144.723617E-03,-29.120603E-03
-203.600E-06,-106.819812E-03,-29.120603E-03
-202.600E-06,-88.442210E-03,-21.080402E-03
-201.600E-06,-56.281406E-03,-29.120603E-03
-200.600E-06,-16.080402E-03,-21.080402E-03
-199.600E-06,+8.040201E-03,-21.080402E-03
-198.600E-06,+43.646805E-03,-21.080402E-03
-197.600E-06,+80.402009E-03,-29.120603E-03
-196.600E-06,+104.522612E-03,-21.080402E-03
-195.600E-06,+136.683416E-03,-19.931802E-03
-194.600E-06,+164.249819E-03,-21.080402E-03
-193.600E-06,+184.924621E-03,-29.120603E-03
-192.600E-06,+225.125626E-03,-13.040201E-03
-191.600E-06,+241.206028E-03,-16.486001E-03
-190.600E-06,+273.366831E-03,-21.080402E-03
-189.600E-06,+305.527635E-03,-21.080402E-03
-188.600E-06,+321.608037E-03,-21.080402E-03
-187.600E-06,+345.728640E-03,-15.337401E-03
-186.600E-06,+361.809041E-03,-13.040201E-03
-185.600E-06,+385.929644E-03,-15.337401E-03
-184.600E-06,+410.050247E-03,-13.040201E-03
-183.600E-06,+418.090448E-03,-19.931802E-03
-182.600E-06,+441.062450E-03,-19.931802E-03
-181.600E-06,+450.251251E-03,-9.594400E-03
-180.600E-06,+466.331653E-03,-5.000000E-03
-179.600E-06,+482.412055E-03,-13.040201E-03
-178.600E-06,+482.412055E-03,-5.000000E-03
-177.600E-06,+482.412055E-03,-9.594400E-03
-176.600E-06,+490.452256E-03,-3.851400E-03
-175.600E-06,+497.343857E-03,-5.000000E-03
-174.600E-06,+498.492457E-03,-5.000000E-03
-173.600E-06,+492.749456E-03,-2.702800E-03
-172.600E-06,+490.452256E-03,-5.000000E-03
-171.600E-06,+482.412055E-03,+743.001E-06
-170.600E-06,+474.371854E-03,+3.040201E-03
-169.600E-06,+466.331653E-03,+3.040201E-03
-168.600E-06,+450.251251E-03,+3.040201E-03
-167.600E-06,+442.211051E-03,+3.040201E-03
-166.600E-06,+426.130649E-03,+743.001E-06
-165.600E-06,+402.010046E-03,+3.040201E-03
-164.600E-06,+385.929644E-03,+11.080402E-03
-163.600E-06,+365.254842E-03,+3.040201E-03
