x-axis,1,2
second,Volt,Volt
-10.3100E-03,+504.7739E-03,+324.6482E-03
-10.2100E-03,+498.4925E-03,+356.8090E-03
-10.1100E-03,+504.7739E-03,+387.2111E-03
-10.0100E-03,+498.4925E-03,+405.0502E-03
-9.9100E-03,+498.4925E-03,+414.8492E-03
-9.8100E-03,+506.5327E-03,+437.2111E-03
-9.7100E-03,+506.5327E-03,+440.7286E-03
-9.6100E-03,+506.5327E-03,+453.2915E-03
-9.5100E-03,+498.4925E-03,+469.3719E-03
-9.4100E-03,+502.0100E-03,+469.3719E-03
-9.3100E-03,+504.7739E-03,+477.4121E-03
-9.2100E-03,+498.4925E-03,+483.1909E-03
-9.1100E-03,+504.7739E-03,+483.6935E-03
-9.0100E-03,+498.4925E-03,+485.4523E-03
-8.9100E-03,+498.4925E-03,+491.7337E-03
-8.8100E-03,+498.4925E-03,+491.2312E-03
-8.7100E-03,+498.4925E-03,+485.4523E-03
-8.6100E-03,+498.4925E-03,+487.7136E-03
-8.5100E-03,+496.7337E-03,+485.4523E-03
-8.4100E-03,+498.4925E-03,+493.4925E-03
-8.3100E-03,+498.4925E-03,+493.4925E-03
-8.2100E-03,+506.5327E-03,+487.7136E-03
-8.1100E-03,+498.4925E-03,+498.0151E-03
-8.0100E-03,+498.4925E-03,+493.4925E-03
-7.9100E-03,+498.4925E-03,+493.4925E-03
-7.8100E-03,+498.4925E-03,+499.2714E-03
-7.7100E-03,+498.4925E-03,+493.4925E-03
-7.6100E-03,+504.2714E-03,+493.4925E-03
-7.5100E-03,+503.0151E-03,+493.4925E-03
-7.4100E-03,+496.2312E-03,+499.2714E-03
-7.3100E-03,+498.4925E-03,+495.2513E-03
-7.2100E-03,+504.2714E-03,+493.4925E-03
-7.1100E-03,+498.4925E-03,+493.4925E-03
-7.0100E-03,+496.2312E-03,+495.7538E-03
-6.9100E-03,+498.4925E-03,+493.4925E-03
-6.8100E-03,+498.4925E-03,+493.4925E-03
-6.7100E-03,+500.2513E-03,+493.4925E-03
-6.6100E-03,+498.4925E-03,+499.2714E-03
-6.5100E-03,+492.2111E-03,+495.2513E-03
-6.4100E-03,+500.7538E-03,+487.7136E-03
-6.3100E-03,+492.2111E-03,+493.4925E-03
-6.2100E-03,+498.4925E-03,+487.7136E-03
-6.1100E-03,+498.4925E-03,+493.4925E-03
-6.0100E-03,+498.4925E-03,+493.4925E-03
-5.9100E-03,+500.2513E-03,+495.2513E-03
-5.8100E-03,+492.7136E-03,+491.2312E-03
-5.7100E-03,+504.7739E-03,+493.4925E-03
