x-axis,1,2
second,Volt,Volt
-991.000E-03,+116.583E-03,+98.492E-03
-981.000E-03,+130.653E-03,+134.673E-03
-971.000E-03,+170.854E-03,+160.804E-03
-961.000E-03,+194.975E-03,+190.955E-03
-951.000E-03,+227.136E-03,+215.075E-03
-941.000E-03,+257.286E-03,+249.246E-03
-931.000E-03,+287.437E-03,+279.397E-03
-921.000E-03,+305.528E-03,+297.487E-03
-911.000E-03,+329.648E-03,+325.628E-03
-901.000E-03,+353.769E-03,+343.719E-03
-891.000E-03,+371.859E-03,+361.809E-03
-881.000E-03,+393.970E-03,+385.930E-03
-871.000E-03,+418.090E-03,+402.010E-03
-861.000E-03,+426.131E-03,+424.121E-03
-851.000E-03,+442.211E-03,+428.141E-03
-841.000E-03,+464.322E-03,+448.241E-03
-831.000E-03,+466.332E-03,+458.291E-03
-821.000E-03,+480.402E-03,+472.362E-03
-811.000E-03,+484.422E-03,+474.372E-03
-801.000E-03,+490.452E-03,+482.412E-03
-791.000E-03,+490.452E-03,+488.442E-03
-781.000E-03,+486.432E-03,+490.452E-03
-771.000E-03,+496.482E-03,+496.482E-03
-761.000E-03,+496.482E-03,+482.412E-03
-751.000E-03,+488.442E-03,+482.412E-03
-741.000E-03,+476.382E-03,+482.412E-03
-731.000E-03,+482.412E-03,+472.362E-03
-721.000E-03,+464.322E-03,+460.302E-03
-711.000E-03,+456.281E-03,+450.251E-03
-701.000E-03,+440.201E-03,+442.211E-03
-691.000E-03,+426.131E-03,+418.090E-03
-681.000E-03,+404.020E-03,+410.050E-03
-671.000E-03,+397.990E-03,+391.960E-03
-661.000E-03,+371.859E-03,+363.819E-03
-651.000E-03,+345.729E-03,+345.729E-03
-641.000E-03,+321.608E-03,+327.638E-03
-631.000E-03,+303.518E-03,+299.497E-03
-621.000E-03,+275.377E-03,+273.367E-03
-611.000E-03,+245.226E-03,+249.246E-03
-601.000E-03,+225.126E-03,+219.095E-03
-591.000E-03,+190.955E-03,+192.965E-03
-581.000E-03,+160.804E-03,+162.814E-03
-571.000E-03,+130.653E-03,+136.683E-03
-561.000E-03,+102.513E-03,+106.533E-03
-551.000E-03,+66.332E-03,+72.362E-03
-541.000E-03,+40.201E-03,+40.201E-03
-531.000E-03,+6.030E-03,+8.040E-03
-521.000E-03,-26.131E-03,-18.090E-03
-511.000E-03,-48.241E-03,-56.281E-03
-501.000E-03,-86.432E-03,-74.372E-03
-491.000E-03,-112.563E-03,-112.563E-03
-481.000E-03,-150.754E-03,-144.724E-03
-471.000E-03,-176.884E-03,-174.874E-03
-461.000E-03,-201.005E-03,-201.005E-03
-451.000E-03,-233.166E-03,-231.156E-03
-441.000E-03,-257.286E-03,-257.286E-03
-431.000E-03,-289.447E-03,-283.417E-03
-421.000E-03,-317.588E-03,-307.538E-03
-411.000E-03,-341.709E-03,-331.658E-03
-401.000E-03,-361.809E-03,-353.769E-03
-391.000E-03,-377.889E-03,-377.889E-03
-381.000E-03,-395.980E-03,-393.970E-03
-371.000E-03,-418.090E-03,-418.090E-03
-361.000E-03,-440.201E-03,-434.171E-03
-351.000E-03,-452.261E-03,-450.251E-03
-341.000E-03,-466.332E-03,-458.291E-03
-331.000E-03,-474.372E-03,-466.332E-03
-321.000E-03,-482.412E-03,-482.412E-03
-311.000E-03,-490.452E-03,-496.482E-03
-301.000E-03,-498.492E-03,-490.452E-03
-291.000E-03,-504.523E-03,-498.492E-03
-281.000E-03,-506.533E-03,-498.492E-03
-271.000E-03,-506.533E-03,-504.523E-03
-261.000E-03,-504.523E-03,-504.523E-03
-251.000E-03,-490.452E-03,-498.492E-03
-241.000E-03,-484.422E-03,-490.452E-03
-231.000E-03,-476.382E-03,-482.412E-03
-221.000E-03,-474.372E-03,-468.342E-03
-211.000E-03,-460.302E-03,-460.302E-03
-201.000E-03,-450.251E-03,-450.251E-03
-191.000E-03,-434.171E-03,-436.181E-03
-181.000E-03,-416.080E-03,-412.060E-03
-171.000E-03,-402.010E-03,-400.000E-03
-161.000E-03,-377.889E-03,-379.899E-03
-151.000E-03,-353.769E-03,-353.769E-03
-141.000E-03,-335.678E-03,-329.648E-03
-131.000E-03,-307.538E-03,-307.538E-03
-121.000E-03,-281.407E-03,-289.447E-03
-111.000E-03,-263.317E-03,-263.317E-03
-101.000E-03,-227.136E-03,-233.166E-03
-91.000E-03,-190.955E-03,-201.005E-03
-81.000E-03,-168.844E-03,-176.884E-03
-71.000E-03,-142.714E-03,-150.754E-03
-61.000E-03,-112.563E-03,-112.563E-03
-51.000E-03,-72.362E-03,-80.402E-03
-41.000E-03,-46.231E-03,-54.271E-03
-31.000E-03,-18.090E-03,-20.101E-03
-21.000E-03,+10.050E-03,+2.010E-03
-11.000E-03,+48.241E-03,+34.171E-03
-1.000E-03,+84.422E-03,+72.362E-03
+9.000E-03,+104.523E-03,+98.492E-03
+19.000E-03,+142.714E-03,+126.633E-03
+29.000E-03,+174.874E-03,+160.804E-03
+39.000E-03,+201.005E-03,+190.955E-03
+49.000E-03,+225.126E-03,+223.116E-03
+59.000E-03,+249.246E-03,+243.216E-03
+69.000E-03,+275.377E-03,+273.367E-03
+79.000E-03,+305.528E-03,+297.487E-03
+89.000E-03,+329.648E-03,+327.638E-03
+99.000E-03,+353.769E-03,+337.688E-03
+109.000E-03,+375.879E-03,+361.809E-03
+119.000E-03,+387.940E-03,+383.920E-03
+129.000E-03,+412.060E-03,+400.000E-03
+139.000E-03,+426.131E-03,+418.090E-03
