x-axis,1,2
second,Volt,Volt
-24.77500E-03,+498.49246E-03,+480.40200E-03
-24.52500E-03,+502.51256E-03,+484.42211E-03
-24.27500E-03,+498.49246E-03,+482.41206E-03
-24.02500E-03,+498.49246E-03,+482.41206E-03
-23.77500E-03,+492.46231E-03,+488.44221E-03
-23.52500E-03,+498.49246E-03,+490.45226E-03
-23.27500E-03,+492.46231E-03,+484.42211E-03
-23.02500E-03,+492.46231E-03,+490.45226E-03
-22.77500E-03,+492.46231E-03,+484.42211E-03
-22.52500E-03,+492.46231E-03,+484.42211E-03
-22.27500E-03,+496.48241E-03,+482.41206E-03
-22.02500E-03,+492.46231E-03,+484.42211E-03
-21.77500E-03,+502.51256E-03,+490.45226E-03
-21.52500E-03,+498.49246E-03,+490.45226E-03
-21.27500E-03,+500.50251E-03,+490.45226E-03
-21.02500E-03,+492.46231E-03,+490.45226E-03
-20.77500E-03,+492.46231E-03,+490.45226E-03
-20.52500E-03,+490.45226E-03,+492.46231E-03
-20.27500E-03,+498.49246E-03,+482.41206E-03
-20.02500E-03,+498.49246E-03,+484.42211E-03
-19.77500E-03,+504.52261E-03,+490.45226E-03
-19.52500E-03,+496.48241E-03,+496.48241E-03
-19.27500E-03,+498.49246E-03,+490.45226E-03
-19.02500E-03,+492.46231E-03,+488.44221E-03
-18.77500E-03,+500.50251E-03,+490.45226E-03
-18.52500E-03,+490.45226E-03,+490.45226E-03
-18.27500E-03,+498.49246E-03,+488.44221E-03
-18.02500E-03,+504.52261E-03,+482.41206E-03
-17.77500E-03,+492.46231E-03,+490.45226E-03
-17.52500E-03,+498.49246E-03,+484.42211E-03
-17.27500E-03,+498.49246E-03,+488.44221E-03
-17.02500E-03,+492.46231E-03,+482.41206E-03
-16.77500E-03,+496.48241E-03,+484.42211E-03
-16.52500E-03,-500.50251E-03,+420.10050E-03
-16.27500E-03,-496.48241E-03,+303.51758E-03
-16.02500E-03,-498.49246E-03,+201.00502E-03
-15.77500E-03,-500.50251E-03,+118.59296E-03
-15.52500E-03,-498.49246E-03,+24.12060E-03
-15.27500E-03,-498.49246E-03,-32.16080E-03
-15.02500E-03,-498.49246E-03,-88.44221E-03
-14.77500E-03,-498.49246E-03,-144.72362E-03
-14.52500E-03,-498.49246E-03,-186.93467E-03
-14.27500E-03,-498.49246E-03,-225.12563E-03
-14.02500E-03,-498.49246E-03,-263.31658E-03
-13.77500E-03,-496.48241E-03,-297.48743E-03
-13.52500E-03,-498.49246E-03,-321.60804E-03
-13.27500E-03,-498.49246E-03,-343.71859E-03
